Precursor Name, Precursor Formula, Precursor Adduct, Precursor Charge
H6N5S1F2,C112O72N9H185,[M+H1],1
H6N5S1F2,C112O72N9H185,[M+H2],2
H6N5S1F2,C112O72N9H185,[M+H3],3
H6N5S1F3,C118O76N9H195,[M+H1],1
H6N5S1F3,C118O76N9H195,[M+H2],2
H6N5S1F3,C118O76N9H195,[M+H3],3
H6N5S1F4,C124O80N9H205,[M+H1],1
H6N5S1F4,C124O80N9H205,[M+H2],2
H6N5S1F4,C124O80N9H205,[M+H3],3
H6N5S2,C111O72N10H182,[M+H1],1
H6N5S2,C111O72N10H182,[M+H2],2
H6N5S2,C111O72N10H182,[M+H3],3
H6N5S2F1,C117O76N10H192,[M+H1],1
H6N5S2F1,C117O76N10H192,[M+H2],2
H6N5S2F1,C117O76N10H192,[M+H3],3
H6N5S2F2,C123O80N10H202,[M+H1],1
H6N5S2F2,C123O80N10H202,[M+H2],2
H6N5S2F2,C123O80N10H202,[M+H3],3
H6N5S2F3,C129O84N10H212,[M+H1],1
H6N5S2F3,C129O84N10H212,[M+H2],2
H6N5S2F3,C129O84N10H212,[M+H3],3
H6N5S2F4,C135O88N10H222,[M+H1],1
H6N5S2F4,C135O88N10H222,[M+H2],2
H6N5S2F4,C135O88N10H222,[M+H3],3
H6N5S3,C122O80N11H199,[M+H1],1
H6N5S3,C122O80N11H199,[M+H2],2
H6N5S3,C122O80N11H199,[M+H3],3
H6N5S3F1,C128O84N11H209,[M+H1],1
H6N5S3F1,C128O84N11H209,[M+H2],2
H6N5S3F1,C128O84N11H209,[M+H3],3
H6N5S3F2,C134O88N11H219,[M+H1],1
H6N5S3F2,C134O88N11H219,[M+H2],2
H6N5S3F2,C134O88N11H219,[M+H3],3
H6N5S3F3,C140O92N11H229,[M+H1],1
H6N5S3F3,C140O92N11H229,[M+H2],2
H6N5S3F3,C140O92N11H229,[M+H3],3
H6N5S3F4,C146O96N11H239,[M+H1],1
H6N5S3F4,C146O96N11H239,[M+H2],2
H6N5S3F4,C146O96N11H239,[M+H3],3
H6N5S4,C133O88N12H216,[M+H1],1
H6N5S4,C133O88N12H216,[M+H2],2
H6N5S4,C133O88N12H216,[M+H3],3
H6N5S4F1,C139O92N12H226,[M+H1],1
H6N5S4F1,C139O92N12H226,[M+H2],2
H6N5S4F1,C139O92N12H226,[M+H3],3
H6N5S4F2,C145O96N12H236,[M+H1],1
H6N5S4F2,C145O96N12H236,[M+H2],2
H6N5S4F2,C145O96N12H236,[M+H3],3
H6N5S4F3,C151O100N12H246,[M+H1],1
H6N5S4F3,C151O100N12H246,[M+H2],2
H6N5S4F3,C151O100N12H246,[M+H3],3
H6N5S4F4,C157O104N12H256,[M+H1],1
H6N5S4F4,C157O104N12H256,[M+H2],2
H6N5S4F4,C157O104N12H256,[M+H3],3
H6N6,C97O61N9H161,[M+H1],1
H6N6,C97O61N9H161,[M+H2],2
H6N6,C97O61N9H161,[M+H3],3
H6N6F1,C103O65N9H171,[M+H1],1
H6N6F1,C103O65N9H171,[M+H2],2
H6N6F1,C103O65N9H171,[M+H3],3
H6N6F2,C109O69N9H181,[M+H1],1
H6N6F2,C109O69N9H181,[M+H2],2
H6N6F2,C109O69N9H181,[M+H3],3
H6N6F3,C115O73N9H191,[M+H1],1
H6N6F3,C115O73N9H191,[M+H2],2
H6N6F3,C115O73N9H191,[M+H3],3
H6N6F4,C121O77N9H201,[M+H1],1
H6N6F4,C121O77N9H201,[M+H2],2
H6N6F4,C121O77N9H201,[M+H3],3
H6N6S1,C108O69N10H178,[M+H1],1
H6N6S1,C108O69N10H178,[M+H2],2
H6N6S1,C108O69N10H178,[M+H3],3
H6N6S1F1,C114O73N10H188,[M+H1],1
H6N6S1F1,C114O73N10H188,[M+H2],2
H6N6S1F1,C114O73N10H188,[M+H3],3
H6N6S1F2,C120O77N10H198,[M+H1],1
H6N6S1F2,C120O77N10H198,[M+H2],2
H6N6S1F2,C120O77N10H198,[M+H3],3
H6N6S1F3,C126O81N10H208,[M+H1],1
H6N6S1F3,C126O81N10H208,[M+H2],2
H6N6S1F3,C126O81N10H208,[M+H3],3
H6N6S1F4,C132O85N10H218,[M+H1],1
H6N6S1F4,C132O85N10H218,[M+H2],2
H6N6S1F4,C132O85N10H218,[M+H3],3
H6N6S2,C119O77N11H195,[M+H1],1
H6N6S2,C119O77N11H195,[M+H2],2
H6N6S2,C119O77N11H195,[M+H3],3
H6N6S2F1,C125O81N11H205,[M+H1],1
H6N6S2F1,C125O81N11H205,[M+H2],2
H6N6S2F1,C125O81N11H205,[M+H3],3
H6N6S2F2,C131O85N11H215,[M+H1],1
H6N6S2F2,C131O85N11H215,[M+H2],2
H6N6S2F2,C131O85N11H215,[M+H3],3
H6N6S2F3,C137O89N11H225,[M+H1],1
H6N6S2F3,C137O89N11H225,[M+H2],2
H6N6S2F3,C137O89N11H225,[M+H3],3
H6N6S2F4,C143O93N11H235,[M+H1],1
H6N6S2F4,C143O93N11H235,[M+H2],2
H6N6S2F4,C143O93N11H235,[M+H3],3
H6N6S3,C130O85N12H212,[M+H1],1
H6N6S3,C130O85N12H212,[M+H2],2
H6N6S3,C130O85N12H212,[M+H3],3
H6N6S3F1,C136O89N12H222,[M+H1],1
H6N6S3F1,C136O89N12H222,[M+H2],2
H6N6S3F1,C136O89N12H222,[M+H3],3
H6N6S3F2,C142O93N12H232,[M+H1],1
H6N6S3F2,C142O93N12H232,[M+H2],2
H6N6S3F2,C142O93N12H232,[M+H3],3
H6N6S3F3,C148O97N12H242,[M+H1],1
H6N6S3F3,C148O97N12H242,[M+H2],2
H6N6S3F3,C148O97N12H242,[M+H3],3
H6N6S3F4,C154O101N12H252,[M+H1],1
H6N6S3F4,C154O101N12H252,[M+H2],2
H6N6S3F4,C154O101N12H252,[M+H3],3
H6N6S4,C141O93N13H229,[M+H1],1
H6N6S4,C141O93N13H229,[M+H2],2
H6N6S4,C141O93N13H229,[M+H3],3
H6N6S4F1,C147O97N13H239,[M+H1],1
H6N6S4F1,C147O97N13H239,[M+H2],2
H6N6S4F1,C147O97N13H239,[M+H3],3
H6N6S4F2,C153O101N13H249,[M+H1],1
H6N6S4F2,C153O101N13H249,[M+H2],2
H6N6S4F2,C153O101N13H249,[M+H3],3
H6N6S4F3,C159O105N13H259,[M+H1],1
H6N6S4F3,C159O105N13H259,[M+H2],2
H6N6S4F3,C159O105N13H259,[M+H3],3
H6N6S4F4,C165O109N13H269,[M+H1],1
H6N6S4F4,C165O109N13H269,[M+H2],2
H6N6S4F4,C165O109N13H269,[M+H3],3
H6N7,C105O66N10H174,[M+H1],1
H6N7,C105O66N10H174,[M+H2],2
H6N7,C105O66N10H174,[M+H3],3
H6N7F1,C111O70N10H184,[M+H1],1
H6N7F1,C111O70N10H184,[M+H2],2
H6N7F1,C111O70N10H184,[M+H3],3
H6N7F2,C117O74N10H194,[M+H1],1
H6N7F2,C117O74N10H194,[M+H2],2
H6N7F2,C117O74N10H194,[M+H3],3
H6N7F3,C123O78N10H204,[M+H1],1
H6N7F3,C123O78N10H204,[M+H2],2
H6N7F3,C123O78N10H204,[M+H3],3
H6N7F4,C129O82N10H214,[M+H1],1
H6N7F4,C129O82N10H214,[M+H2],2
H6N7F4,C129O82N10H214,[M+H3],3
H6N7S1,C116O74N11H191,[M+H1],1
H6N7S1,C116O74N11H191,[M+H2],2
H6N7S1,C116O74N11H191,[M+H3],3
H6N7S1F1,C122O78N11H201,[M+H1],1
H6N7S1F1,C122O78N11H201,[M+H2],2
H6N7S1F1,C122O78N11H201,[M+H3],3
H6N7S1F2,C128O82N11H211,[M+H1],1
H6N7S1F2,C128O82N11H211,[M+H2],2
H6N7S1F2,C128O82N11H211,[M+H3],3
H6N7S1F3,C134O86N11H221,[M+H1],1
H6N7S1F3,C134O86N11H221,[M+H2],2
H6N7S1F3,C134O86N11H221,[M+H3],3
H6N7S1F4,C140O90N11H231,[M+H1],1
H6N7S1F4,C140O90N11H231,[M+H2],2
H6N7S1F4,C140O90N11H231,[M+H3],3
H6N7S2,C127O82N12H208,[M+H1],1
H6N7S2,C127O82N12H208,[M+H2],2
H6N7S2,C127O82N12H208,[M+H3],3
H6N7S2F1,C133O86N12H218,[M+H1],1
H6N7S2F1,C133O86N12H218,[M+H2],2
H6N7S2F1,C133O86N12H218,[M+H3],3
H6N7S2F2,C139O90N12H228,[M+H1],1
H6N7S2F2,C139O90N12H228,[M+H2],2
H6N7S2F2,C139O90N12H228,[M+H3],3
H6N7S2F3,C145O94N12H238,[M+H1],1
H6N7S2F3,C145O94N12H238,[M+H2],2
H6N7S2F3,C145O94N12H238,[M+H3],3
H6N7S2F4,C151O98N12H248,[M+H1],1
H6N7S2F4,C151O98N12H248,[M+H2],2
H6N7S2F4,C151O98N12H248,[M+H3],3
H6N7S3,C138O90N13H225,[M+H1],1
H6N7S3,C138O90N13H225,[M+H2],2
H6N7S3,C138O90N13H225,[M+H3],3
H6N7S3F1,C144O94N13H235,[M+H1],1
H6N7S3F1,C144O94N13H235,[M+H2],2
H6N7S3F1,C144O94N13H235,[M+H3],3
H6N7S3F2,C150O98N13H245,[M+H1],1
H6N7S3F2,C150O98N13H245,[M+H2],2
H6N7S3F2,C150O98N13H245,[M+H3],3
H6N7S3F3,C156O102N13H255,[M+H1],1
H6N7S3F3,C156O102N13H255,[M+H2],2
H6N7S3F3,C156O102N13H255,[M+H3],3
H6N7S3F4,C162O106N13H265,[M+H1],1
H6N7S3F4,C162O106N13H265,[M+H2],2
H6N7S3F4,C162O106N13H265,[M+H3],3
H6N7S4,C149O98N14H242,[M+H1],1
H6N7S4,C149O98N14H242,[M+H2],2
H6N7S4,C149O98N14H242,[M+H3],3
H6N7S4F1,C155O102N14H252,[M+H1],1
H6N7S4F1,C155O102N14H252,[M+H2],2
H6N7S4F1,C155O102N14H252,[M+H3],3
H6N7S4F2,C161O106N14H262,[M+H1],1
H6N7S4F2,C161O106N14H262,[M+H2],2
H6N7S4F2,C161O106N14H262,[M+H3],3
H6N7S4F3,C167O110N14H272,[M+H1],1
H6N7S4F3,C167O110N14H272,[M+H2],2
H6N7S4F3,C167O110N14H272,[M+H3],3
H6N7S4F4,C173O114N14H282,[M+H1],1
H6N7S4F4,C173O114N14H282,[M+H2],2
H6N7S4F4,C173O114N14H282,[M+H3],3
H6N8,C113O71N11H187,[M+H1],1
H6N8,C113O71N11H187,[M+H2],2
H6N8,C113O71N11H187,[M+H3],3
H6N8F1,C119O75N11H197,[M+H1],1
H6N8F1,C119O75N11H197,[M+H2],2
H6N8F1,C119O75N11H197,[M+H3],3
H6N8F2,C125O79N11H207,[M+H1],1
H6N8F2,C125O79N11H207,[M+H2],2
H6N8F2,C125O79N11H207,[M+H3],3
H6N8F3,C131O83N11H217,[M+H1],1
H6N8F3,C131O83N11H217,[M+H2],2
H6N8F3,C131O83N11H217,[M+H3],3
H6N8F4,C137O87N11H227,[M+H1],1
H6N8F4,C137O87N11H227,[M+H2],2
H6N8F4,C137O87N11H227,[M+H3],3
H6N8S1,C124O79N12H204,[M+H1],1
H6N8S1,C124O79N12H204,[M+H2],2
H6N8S1,C124O79N12H204,[M+H3],3
H6N8S1F1,C130O83N12H214,[M+H1],1
H6N8S1F1,C130O83N12H214,[M+H2],2
H6N8S1F1,C130O83N12H214,[M+H3],3
H6N8S1F2,C136O87N12H224,[M+H1],1
H6N8S1F2,C136O87N12H224,[M+H2],2
H6N8S1F2,C136O87N12H224,[M+H3],3
H6N8S1F3,C142O91N12H234,[M+H1],1
H6N8S1F3,C142O91N12H234,[M+H2],2
H6N8S1F3,C142O91N12H234,[M+H3],3
H6N8S1F4,C148O95N12H244,[M+H1],1
H6N8S1F4,C148O95N12H244,[M+H2],2
H6N8S1F4,C148O95N12H244,[M+H3],3
H6N8S2,C135O87N13H221,[M+H1],1
H6N8S2,C135O87N13H221,[M+H2],2
H6N8S2,C135O87N13H221,[M+H3],3
H6N8S2F1,C141O91N13H231,[M+H1],1
H6N8S2F1,C141O91N13H231,[M+H2],2
H6N8S2F1,C141O91N13H231,[M+H3],3
H6N8S2F2,C147O95N13H241,[M+H1],1
H6N8S2F2,C147O95N13H241,[M+H2],2
H6N8S2F2,C147O95N13H241,[M+H3],3
H6N8S2F3,C153O99N13H251,[M+H1],1
H6N8S2F3,C153O99N13H251,[M+H2],2
H6N8S2F3,C153O99N13H251,[M+H3],3
H6N8S2F4,C159O103N13H261,[M+H1],1
H6N8S2F4,C159O103N13H261,[M+H2],2
H6N8S2F4,C159O103N13H261,[M+H3],3
H6N8S3,C146O95N14H238,[M+H1],1
H6N8S3,C146O95N14H238,[M+H2],2
H6N8S3,C146O95N14H238,[M+H3],3
H6N8S3F1,C152O99N14H248,[M+H1],1
H6N8S3F1,C152O99N14H248,[M+H2],2
H6N8S3F1,C152O99N14H248,[M+H3],3
H6N8S3F2,C158O103N14H258,[M+H1],1
H6N8S3F2,C158O103N14H258,[M+H2],2
H6N8S3F2,C158O103N14H258,[M+H3],3
H6N8S3F3,C164O107N14H268,[M+H1],1
H6N8S3F3,C164O107N14H268,[M+H2],2
H6N8S3F3,C164O107N14H268,[M+H3],3
H6N8S3F4,C170O111N14H278,[M+H1],1
H6N8S3F4,C170O111N14H278,[M+H2],2
H6N8S3F4,C170O111N14H278,[M+H3],3
H6N8S4,C157O103N15H255,[M+H1],1
H6N8S4,C157O103N15H255,[M+H2],2
H6N8S4,C157O103N15H255,[M+H3],3
H6N8S4F1,C163O107N15H265,[M+H1],1
H6N8S4F1,C163O107N15H265,[M+H2],2
H6N8S4F1,C163O107N15H265,[M+H3],3
H6N8S4F2,C169O111N15H275,[M+H1],1
H6N8S4F2,C169O111N15H275,[M+H2],2
H6N8S4F2,C169O111N15H275,[M+H3],3
H6N8S4F3,C175O115N15H285,[M+H1],1
H6N8S4F3,C175O115N15H285,[M+H2],2
H6N8S4F3,C175O115N15H285,[M+H3],3
H6N8S4F4,C181O119N15H295,[M+H1],1
H6N8S4F4,C181O119N15H295,[M+H2],2
H6N8S4F4,C181O119N15H295,[M+H3],3
H6N9,C121O76N12H200,[M+H1],1
H6N9,C121O76N12H200,[M+H2],2
H6N9,C121O76N12H200,[M+H3],3
H6N9F1,C127O80N12H210,[M+H1],1
H6N9F1,C127O80N12H210,[M+H2],2
H6N9F1,C127O80N12H210,[M+H3],3
H6N9F2,C133O84N12H220,[M+H1],1
H6N9F2,C133O84N12H220,[M+H2],2
H6N9F2,C133O84N12H220,[M+H3],3
H6N9F3,C139O88N12H230,[M+H1],1
H6N9F3,C139O88N12H230,[M+H2],2
H6N9F3,C139O88N12H230,[M+H3],3
H6N9F4,C145O92N12H240,[M+H1],1
H6N9F4,C145O92N12H240,[M+H2],2
H6N9F4,C145O92N12H240,[M+H3],3
H6N9S1,C132O84N13H217,[M+H1],1
H6N9S1,C132O84N13H217,[M+H2],2
H6N9S1,C132O84N13H217,[M+H3],3
H6N9S1F1,C138O88N13H227,[M+H1],1
H6N9S1F1,C138O88N13H227,[M+H2],2
H6N9S1F1,C138O88N13H227,[M+H3],3
H6N9S1F2,C144O92N13H237,[M+H1],1
H6N9S1F2,C144O92N13H237,[M+H2],2
H6N9S1F2,C144O92N13H237,[M+H3],3
H6N9S1F3,C150O96N13H247,[M+H1],1
H6N9S1F3,C150O96N13H247,[M+H2],2
H6N9S1F3,C150O96N13H247,[M+H3],3
H6N9S1F4,C156O100N13H257,[M+H1],1
H6N9S1F4,C156O100N13H257,[M+H2],2
H6N9S1F4,C156O100N13H257,[M+H3],3
H6N9S2,C143O92N14H234,[M+H1],1
H6N9S2,C143O92N14H234,[M+H2],2
H6N9S2,C143O92N14H234,[M+H3],3
H6N9S2F1,C149O96N14H244,[M+H1],1
H6N9S2F1,C149O96N14H244,[M+H2],2
H6N9S2F1,C149O96N14H244,[M+H3],3
H6N9S2F2,C155O100N14H254,[M+H1],1
H6N9S2F2,C155O100N14H254,[M+H2],2
H6N9S2F2,C155O100N14H254,[M+H3],3
H6N9S2F3,C161O104N14H264,[M+H1],1
H6N9S2F3,C161O104N14H264,[M+H2],2
H6N9S2F3,C161O104N14H264,[M+H3],3
H6N9S2F4,C167O108N14H274,[M+H1],1
H6N9S2F4,C167O108N14H274,[M+H2],2
H6N9S2F4,C167O108N14H274,[M+H3],3
H6N9S3,C154O100N15H251,[M+H1],1
H6N9S3,C154O100N15H251,[M+H2],2
H6N9S3,C154O100N15H251,[M+H3],3
H6N9S3F1,C160O104N15H261,[M+H1],1
H6N9S3F1,C160O104N15H261,[M+H2],2
H6N9S3F1,C160O104N15H261,[M+H3],3
H6N9S3F2,C166O108N15H271,[M+H1],1
H6N9S3F2,C166O108N15H271,[M+H2],2
H6N9S3F2,C166O108N15H271,[M+H3],3
H6N9S3F3,C172O112N15H281,[M+H1],1
H6N9S3F3,C172O112N15H281,[M+H2],2
H6N9S3F3,C172O112N15H281,[M+H3],3
H6N9S3F4,C178O116N15H291,[M+H1],1
H6N9S3F4,C178O116N15H291,[M+H2],2
H6N9S3F4,C178O116N15H291,[M+H3],3
H6N9S4,C165O108N16H268,[M+H1],1
H6N9S4,C165O108N16H268,[M+H2],2
H6N9S4,C165O108N16H268,[M+H3],3
H6N9S4F1,C171O112N16H278,[M+H1],1
H6N9S4F1,C171O112N16H278,[M+H2],2
H6N9S4F1,C171O112N16H278,[M+H3],3
H6N9S4F2,C177O116N16H288,[M+H1],1
H6N9S4F2,C177O116N16H288,[M+H2],2
H6N9S4F2,C177O116N16H288,[M+H3],3
H6N9S4F3,C183O120N16H298,[M+H1],1
H6N9S4F3,C183O120N16H298,[M+H2],2
H6N9S4F3,C183O120N16H298,[M+H3],3
H7N10,C135O86N13H223,[M+H1],1
H7N10,C135O86N13H223,[M+H2],2
H7N10,C135O86N13H223,[M+H3],3
H7N10F1,C141O90N13H233,[M+H1],1
H7N10F1,C141O90N13H233,[M+H2],2
H7N10F1,C141O90N13H233,[M+H3],3
H7N10F2,C147O94N13H243,[M+H1],1
H7N10F2,C147O94N13H243,[M+H2],2
H7N10F2,C147O94N13H243,[M+H3],3
H7N10F3,C153O98N13H253,[M+H1],1
H7N10F3,C153O98N13H253,[M+H2],2
H7N10F3,C153O98N13H253,[M+H3],3
H7N10F4,C159O102N13H263,[M+H1],1
H7N10F4,C159O102N13H263,[M+H2],2
H7N10F4,C159O102N13H263,[M+H3],3
H7N10S1,C146O94N14H240,[M+H1],1
H7N10S1,C146O94N14H240,[M+H2],2
H7N10S1,C146O94N14H240,[M+H3],3
H7N10S1F1,C152O98N14H250,[M+H1],1
H7N10S1F1,C152O98N14H250,[M+H2],2
H7N10S1F1,C152O98N14H250,[M+H3],3
H7N10S1F2,C158O102N14H260,[M+H1],1
H7N10S1F2,C158O102N14H260,[M+H2],2
H7N10S1F2,C158O102N14H260,[M+H3],3
H7N10S1F3,C164O106N14H270,[M+H1],1
H7N10S1F3,C164O106N14H270,[M+H2],2
H7N10S1F3,C164O106N14H270,[M+H3],3
H7N10S1F4,C170O110N14H280,[M+H1],1
H7N10S1F4,C170O110N14H280,[M+H2],2
H7N10S1F4,C170O110N14H280,[M+H3],3
H7N10S2,C157O102N15H257,[M+H1],1
H7N10S2,C157O102N15H257,[M+H2],2
H7N10S2,C157O102N15H257,[M+H3],3
H7N10S2F1,C163O106N15H267,[M+H1],1
H7N10S2F1,C163O106N15H267,[M+H2],2
H7N10S2F1,C163O106N15H267,[M+H3],3
H7N10S2F2,C169O110N15H277,[M+H1],1
H7N10S2F2,C169O110N15H277,[M+H2],2
H7N10S2F2,C169O110N15H277,[M+H3],3
H7N10S2F3,C175O114N15H287,[M+H1],1
H7N10S2F3,C175O114N15H287,[M+H2],2
H7N10S2F3,C175O114N15H287,[M+H3],3
H7N10S3,C168O110N16H274,[M+H1],1
H7N10S3,C168O110N16H274,[M+H2],2
H7N10S3,C168O110N16H274,[M+H3],3
H7N10S3F1,C174O114N16H284,[M+H1],1
H7N10S3F1,C174O114N16H284,[M+H2],2
H7N10S3F1,C174O114N16H284,[M+H3],3
H7N10S3F2,C180O118N16H294,[M+H1],1
H7N10S3F2,C180O118N16H294,[M+H2],2
H7N10S3F2,C180O118N16H294,[M+H3],3
H7N10S4,C179O118N17H291,[M+H1],1
H7N10S4,C179O118N17H291,[M+H2],2
H7N10S4,C179O118N17H291,[M+H3],3
H7N10S4F1,C185O122N17H301,[M+H1],1
H7N10S4F1,C185O122N17H301,[M+H2],2
H7N10S4F1,C185O122N17H301,[M+H3],3
H7N2,C71O46N5H119,[M+H1],1
H7N2,C71O46N5H119,[M+H2],2
H7N2,C71O46N5H119,[M+H3],3
H7N2F1,C77O50N5H129,[M+H1],1
H7N2F1,C77O50N5H129,[M+H2],2
H7N2F1,C77O50N5H129,[M+H3],3
H7N3,C79O51N6H132,[M+H1],1
H7N3,C79O51N6H132,[M+H2],2
H7N3,C79O51N6H132,[M+H3],3
H7N3F1,C85O55N6H142,[M+H1],1
H7N3F1,C85O55N6H142,[M+H2],2
H7N3F1,C85O55N6H142,[M+H3],3
H7N3F2,C91O59N6H152,[M+H1],1
H7N3F2,C91O59N6H152,[M+H2],2
H7N3F2,C91O59N6H152,[M+H3],3
H7N3S1,C90O59N7H149,[M+H1],1
H7N3S1,C90O59N7H149,[M+H2],2
H7N3S1,C90O59N7H149,[M+H3],3
H7N3S1F1,C96O63N7H159,[M+H1],1
H7N3S1F1,C96O63N7H159,[M+H2],2
H7N3S1F1,C96O63N7H159,[M+H3],3
H7N3S1F2,C102O67N7H169,[M+H1],1
H7N3S1F2,C102O67N7H169,[M+H2],2
H7N3S1F2,C102O67N7H169,[M+H3],3
H7N3S2,C101O67N8H166,[M+H1],1
H7N3S2,C101O67N8H166,[M+H2],2
H7N3S2,C101O67N8H166,[M+H3],3
H7N3S2F1,C107O71N8H176,[M+H1],1
H7N3S2F1,C107O71N8H176,[M+H2],2
H7N3S2F1,C107O71N8H176,[M+H3],3
H7N3S2F2,C113O75N8H186,[M+H1],1
H7N3S2F2,C113O75N8H186,[M+H2],2
H7N3S2F2,C113O75N8H186,[M+H3],3
H7N4,C87O56N7H145,[M+H1],1
H7N4,C87O56N7H145,[M+H2],2
H7N4,C87O56N7H145,[M+H3],3
H7N4F1,C93O60N7H155,[M+H1],1
H7N4F1,C93O60N7H155,[M+H2],2
H7N4F1,C93O60N7H155,[M+H3],3
H7N4F2,C99O64N7H165,[M+H1],1
H7N4F2,C99O64N7H165,[M+H2],2
H7N4F2,C99O64N7H165,[M+H3],3
H7N4F3,C105O68N7H175,[M+H1],1
H7N4F3,C105O68N7H175,[M+H2],2
H7N4F3,C105O68N7H175,[M+H3],3
H7N4S1,C98O64N8H162,[M+H1],1
H7N4S1,C98O64N8H162,[M+H2],2
H7N4S1,C98O64N8H162,[M+H3],3
H7N4S1F1,C104O68N8H172,[M+H1],1
H7N4S1F1,C104O68N8H172,[M+H2],2
H7N4S1F1,C104O68N8H172,[M+H3],3
H7N4S1F2,C110O72N8H182,[M+H1],1
H7N4S1F2,C110O72N8H182,[M+H2],2
H7N4S1F2,C110O72N8H182,[M+H3],3
H7N4S1F3,C116O76N8H192,[M+H1],1
H7N4S1F3,C116O76N8H192,[M+H2],2
H7N4S1F3,C116O76N8H192,[M+H3],3
H7N4S2,C109O72N9H179,[M+H1],1
H7N4S2,C109O72N9H179,[M+H2],2
H7N4S2,C109O72N9H179,[M+H3],3
H7N4S2F1,C115O76N9H189,[M+H1],1
H7N4S2F1,C115O76N9H189,[M+H2],2
H7N4S2F1,C115O76N9H189,[M+H3],3
H7N4S2F2,C121O80N9H199,[M+H1],1
H7N4S2F2,C121O80N9H199,[M+H2],2
H7N4S2F2,C121O80N9H199,[M+H3],3
H7N4S2F3,C127O84N9H209,[M+H1],1
H7N4S2F3,C127O84N9H209,[M+H2],2
H7N4S2F3,C127O84N9H209,[M+H3],3
H7N4S3,C120O80N10H196,[M+H1],1
H7N4S3,C120O80N10H196,[M+H2],2
H7N4S3,C120O80N10H196,[M+H3],3
H7N4S3F1,C126O84N10H206,[M+H1],1
H7N4S3F1,C126O84N10H206,[M+H2],2
H7N4S3F1,C126O84N10H206,[M+H3],3
H7N4S3F2,C132O88N10H216,[M+H1],1
H7N4S3F2,C132O88N10H216,[M+H2],2
H7N4S3F2,C132O88N10H216,[M+H3],3
H7N4S3F3,C138O92N10H226,[M+H1],1
H7N4S3F3,C138O92N10H226,[M+H2],2
H7N4S3F3,C138O92N10H226,[M+H3],3
H7N4S4,C131O88N11H213,[M+H1],1
H7N4S4,C131O88N11H213,[M+H2],2
H7N4S4,C131O88N11H213,[M+H3],3
H7N4S4F1,C137O92N11H223,[M+H1],1
H7N4S4F1,C137O92N11H223,[M+H2],2
H7N4S4F1,C137O92N11H223,[M+H3],3
H7N4S4F2,C143O96N11H233,[M+H1],1
H7N4S4F2,C143O96N11H233,[M+H2],2
H7N4S4F2,C143O96N11H233,[M+H3],3
H7N4S4F3,C149O100N11H243,[M+H1],1
H7N4S4F3,C149O100N11H243,[M+H2],2
H7N4S4F3,C149O100N11H243,[M+H3],3
H7N5,C95O61N8H158,[M+H1],1
H7N5,C95O61N8H158,[M+H2],2
H7N5,C95O61N8H158,[M+H3],3
H7N5F1,C101O65N8H168,[M+H1],1
H7N5F1,C101O65N8H168,[M+H2],2
H7N5F1,C101O65N8H168,[M+H3],3
H7N5F2,C107O69N8H178,[M+H1],1
H7N5F2,C107O69N8H178,[M+H2],2
H7N5F2,C107O69N8H178,[M+H3],3
H7N5F3,C113O73N8H188,[M+H1],1
H7N5F3,C113O73N8H188,[M+H2],2
H7N5F3,C113O73N8H188,[M+H3],3
H7N5F4,C119O77N8H198,[M+H1],1
H7N5F4,C119O77N8H198,[M+H2],2
H7N5F4,C119O77N8H198,[M+H3],3
H7N5S1,C106O69N9H175,[M+H1],1
H7N5S1,C106O69N9H175,[M+H2],2
H7N5S1,C106O69N9H175,[M+H3],3
H7N5S1F1,C112O73N9H185,[M+H1],1
H7N5S1F1,C112O73N9H185,[M+H2],2
H7N5S1F1,C112O73N9H185,[M+H3],3
H7N5S1F2,C118O77N9H195,[M+H1],1
H7N5S1F2,C118O77N9H195,[M+H2],2
H7N5S1F2,C118O77N9H195,[M+H3],3
H7N5S1F3,C124O81N9H205,[M+H1],1
H7N5S1F3,C124O81N9H205,[M+H2],2
H7N5S1F3,C124O81N9H205,[M+H3],3
H7N5S1F4,C130O85N9H215,[M+H1],1
H7N5S1F4,C130O85N9H215,[M+H2],2
H7N5S1F4,C130O85N9H215,[M+H3],3
H7N5S2,C117O77N10H192,[M+H1],1
H7N5S2,C117O77N10H192,[M+H2],2
H7N5S2,C117O77N10H192,[M+H3],3
H7N5S2F1,C123O81N10H202,[M+H1],1
H7N5S2F1,C123O81N10H202,[M+H2],2
H7N5S2F1,C123O81N10H202,[M+H3],3
H7N5S2F2,C129O85N10H212,[M+H1],1
H7N5S2F2,C129O85N10H212,[M+H2],2
H7N5S2F2,C129O85N10H212,[M+H3],3
H7N5S2F3,C135O89N10H222,[M+H1],1
H7N5S2F3,C135O89N10H222,[M+H2],2
H7N5S2F3,C135O89N10H222,[M+H3],3
H7N5S2F4,C141O93N10H232,[M+H1],1
H7N5S2F4,C141O93N10H232,[M+H2],2
H7N5S2F4,C141O93N10H232,[M+H3],3
H7N5S3,C128O85N11H209,[M+H1],1
H7N5S3,C128O85N11H209,[M+H2],2
H7N5S3,C128O85N11H209,[M+H3],3
H7N5S3F1,C134O89N11H219,[M+H1],1
H7N5S3F1,C134O89N11H219,[M+H2],2
H7N5S3F1,C134O89N11H219,[M+H3],3
H7N5S3F2,C140O93N11H229,[M+H1],1
H7N5S3F2,C140O93N11H229,[M+H2],2
H7N5S3F2,C140O93N11H229,[M+H3],3
